Application mode,Course,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
2,9147,1,0,0,15,19,13,11.76923076923077,12,14,17,14,11.928571428571429,Graduate
7,9238,0,0,0,6,8,0,0.0,0,5,6,0,0.0,Dropout
1,9085,1,0,1,6,8,6,13.285714285714286,0,6,11,6,13.0,Graduate
1,9238,1,0,1,6,6,6,11.666666666666666,0,6,8,6,11.166666666666666,Graduate
17,9238,1,0,1,6,13,6,11.5,0,6,9,5,12.2,Graduate
1,9500,1,0,1,7,9,6,13.081666666666669,0,8,12,6,13.15,Graduate
18,9070,1,0,1,6,6,6,12.666666666666666,0,6,6,6,13.0,Graduate
17,9773,0,0,0,6,6,3,11.333333333333334,0,6,6,0,0.0,Dropout
1,9853,1,0,0,6,8,5,13.6,0,6,8,5,11.6,Enrolled
1,9773,1,0,1,6,6,6,13.166666666666666,0,6,7,5,13.2,Dropout
44,9130,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
44,9003,1,0,0,6,10,5,11.666666666666666,0,6,7,5,12.6,Graduate
1,9238,1,0,1,6,6,6,13.5,0,6,7,6,13.428571428571429,Graduate
39,9085,0,0,1,6,7,0,0.0,0,6,6,0,0.0,Dropout
1,9238,1,0,1,6,6,6,13.166666666666666,0,6,7,6,14.142857142857142,Graduate
1,9085,1,0,0,5,11,4,12.5,1,5,11,2,12.5,Dropout
44,9003,0,0,0,6,10,6,13.375,0,6,10,6,13.0,Graduate
1,9070,1,0,0,6,6,6,13.166666666666666,0,6,6,6,12.666666666666666,Graduate
44,9085,1,0,0,6,12,4,13.4,1,6,17,2,13.5,Enrolled
43,9556,1,0,0,7,10,3,13.0,1,8,10,3,11.666666666666666,Enrolled
18,9500,1,0,0,8,8,7,13.154285714285717,0,8,8,7,13.154285714285717,Graduate
1,9070,1,0,1,6,6,6,12.833333333333334,0,6,6,6,12.833333333333334,Graduate
17,9853,1,0,0,7,10,7,12.142857142857142,0,7,7,7,13.142857142857142,Graduate
1,9500,1,0,1,7,9,5,13.34,0,7,9,6,12.385714285714286,Enrolled
7,8014,1,0,0,10,15,4,13.0,5,9,10,4,13.75,Dropout
44,9003,1,1,1,6,18,3,12.0,0,6,17,3,11.666666666666666,Enrolled
17,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9238,1,1,0,6,9,5,11.0,0,6,12,0,0.0,Dropout
44,9003,1,1,0,6,8,5,11.5,0,6,11,6,11.333333333333334,Enrolled
17,9238,0,1,0,9,9,3,13.333333333333334,2,6,6,2,12.5,Dropout
1,9500,1,1,0,7,9,7,14.594444444444443,0,8,10,8,13.472,Graduate
44,9130,1,1,0,6,9,4,11.0,1,6,13,3,10.666666666666666,Dropout
18,9119,0,1,0,5,8,0,0.0,0,5,5,0,0.0,Dropout
17,9773,1,1,0,6,6,0,0.0,0,6,0,0,0.0,Dropout
17,9119,1,1,0,5,9,1,12.0,0,5,10,2,12.0,Dropout
1,9119,1,1,0,5,8,5,14.0,0,5,6,5,13.2,Graduate
1,9254,1,1,0,6,8,6,13.571428571428571,0,6,7,5,11.8,Graduate
43,9670,1,1,0,6,12,0,0.0,0,6,6,0,0.0,Dropout
1,9670,1,1,0,6,8,6,14.25,0,6,7,6,13.857142857142858,Graduate
39,9085,0,0,0,6,7,0,0.0,0,6,6,0,0.0,Dropout
17,9853,1,0,1,6,12,0,0.0,0,6,12,0,0.0,Dropout
18,9500,1,0,1,8,8,7,13.542857142857144,0,8,8,7,13.542857142857144,Graduate
43,8014,1,0,1,9,9,9,13.11111111111111,2,7,10,7,11.714285714285714,Graduate
43,8014,1,0,0,9,11,9,12.666666666666666,2,7,7,7,12.142857142857142,Graduate
1,9147,1,0,0,5,10,4,10.75,0,5,13,2,10.0,Dropout
43,9991,1,0,0,10,14,4,10.75,2,10,10,2,10.0,Dropout
1,9070,1,0,0,6,6,6,13.666666666666666,0,6,6,6,13.333333333333334,Graduate
39,8014,1,0,0,6,6,6,13.833333333333334,1,6,6,6,12.833333333333334,Graduate
27,9070,1,0,0,18,18,17,13.176470588235292,13,18,18,16,13.0,Dropout
39,8014,1,0,0,6,8,4,12.75,0,6,12,5,12.6,Dropout
43,9500,1,0,1,7,8,5,12.86,0,7,8,5,12.86,Enrolled
39,8014,0,0,0,8,12,4,12.0,2,7,9,4,12.0,Dropout
43,9238,1,0,0,11,11,9,11.666666666666666,8,11,13,9,12.555555555555555,Graduate
7,8014,1,0,0,14,14,14,16.5,8,11,11,11,16.90909090909091,Graduate
43,9238,1,0,0,10,14,9,12.333333333333334,3,7,10,7,11.77777777777778,Graduate
1,9500,1,0,0,7,8,7,12.59125,0,8,11,7,12.820000000000002,Enrolled
1,9238,1,1,0,6,9,4,11.5,0,6,12,3,11.0,Dropout
17,9003,1,1,1,18,19,18,11.894736842105264,12,13,13,13,12.923076923076923,Graduate
17,9238,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
39,9254,0,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
44,9003,1,1,0,6,13,5,13.0,0,6,13,2,11.5,Enrolled
39,9003,1,1,0,6,9,0,0.0,0,6,6,0,0.0,Dropout
17,9773,1,1,0,6,6,6,15.166666666666666,0,6,6,6,14.833333333333334,Graduate
44,9130,1,1,0,6,8,4,11.75,1,6,8,2,13.5,Dropout
1,9119,1,1,0,5,5,0,0.0,0,5,6,1,15.0,Enrolled
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,9254,1,1,0,6,11,3,11.333333333333334,0,6,10,3,14.75,Dropout
44,9003,1,1,1,6,10,5,12.6,0,6,6,5,13.2,Graduate
1,9119,1,1,0,5,10,0,0.0,0,5,10,1,14.0,Dropout
1,9085,1,1,1,6,8,6,15.5,0,6,9,4,15.5,Dropout
1,9500,1,1,0,8,8,7,12.365714285714288,0,8,8,7,12.365714285714288,Graduate
17,9670,1,1,0,6,7,5,13.2,0,6,10,5,13.25,Enrolled
43,9070,1,1,0,12,12,7,11.428571428571429,4,12,12,7,11.857142857142858,Enrolled
1,9238,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9773,1,1,1,6,10,4,14.0,0,6,9,6,12.333333333333334,Graduate
39,9003,1,1,0,12,12,3,12.0,5,12,16,5,11.8,Dropout
43,9773,0,1,0,4,4,0,0.0,0,5,8,3,12.0,Dropout
17,9147,0,1,0,5,13,4,10.0,0,5,7,3,11.333333333333334,Dropout
1,9147,1,1,0,5,9,1,10.0,0,5,10,1,10.0,Dropout
1,171,0,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9254,1,1,1,6,7,6,11.166666666666666,0,6,12,3,11.666666666666666,Enrolled
1,9238,1,1,0,6,12,4,11.75,0,6,13,3,11.333333333333334,Enrolled
39,9003,1,1,0,6,13,3,11.75,0,6,10,0,0.0,Dropout
16,9147,1,1,0,5,8,1,10.0,0,5,7,1,11.0,Dropout
1,9130,1,1,0,5,8,3,14.0,0,5,5,5,12.8,Graduate
39,9085,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
43,9773,0,1,0,6,12,3,12.0,0,6,15,0,0.0,Dropout
17,9773,0,1,0,6,10,0,0.0,0,5,10,0,0.0,Dropout
39,9003,0,1,0,10,19,8,11.88888888888889,2,8,17,5,11.6,Dropout
1,9773,1,1,0,6,6,6,13.833333333333334,0,6,6,6,13.666666666666666,Graduate
43,9991,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9773,0,1,0,6,8,5,11.4,0,6,9,5,12.4,Dropout
43,9003,1,1,0,6,8,0,0.0,1,6,8,2,11.0,Dropout
1,9003,1,1,0,17,17,14,10.642857142857142,12,12,12,12,10.666666666666666,Dropout
39,9238,0,1,0,6,10,2,11.0,0,6,12,0,0.0,Dropout
1,9773,1,1,0,6,6,6,16.833333333333332,0,6,6,6,16.666666666666668,Graduate
39,9254,1,1,0,6,8,6,13.571428571428571,0,6,9,5,13.2,Graduate
39,9991,1,1,1,5,11,5,14.714285714285714,0,5,14,5,14.375,Graduate
1,9670,1,1,0,5,8,0,0.0,0,5,5,0,0.0,Dropout
43,9991,1,1,1,5,14,1,10.0,0,5,14,1,11.0,Dropout
39,9003,1,1,0,6,15,1,11.0,0,6,13,4,11.75,Dropout
18,9773,1,1,1,6,6,1,11.0,0,6,0,0,0.0,Dropout
1,9773,1,1,1,6,6,5,12.0,0,6,6,6,12.833333333333334,Graduate
1,9238,1,1,0,6,10,6,11.125,0,6,7,6,11.857142857142858,Graduate
43,9085,0,1,0,6,13,3,11.333333333333334,0,6,8,2,11.5,Dropout
17,9773,1,1,0,6,15,2,12.0,0,6,12,0,0.0,Dropout
1,9500,1,1,0,7,8,0,0.0,0,7,7,0,0.0,Dropout
17,9500,1,1,0,8,8,7,14.54,0,8,8,7,14.54,Graduate
44,9003,1,1,0,6,9,6,12.166666666666666,0,6,14,4,13.0,Graduate
39,9085,0,1,0,5,13,4,13.5,0,5,12,3,11.666666666666666,Dropout
17,9670,1,1,0,6,8,6,14.75,0,6,9,5,14.333333333333334,Graduate
1,9147,1,1,1,5,8,5,12.375,0,5,7,5,11.666666666666666,Graduate
43,9500,1,1,0,7,7,6,12.733333333333334,0,7,7,6,12.733333333333334,Graduate
1,9070,0,1,0,6,9,4,12.5,0,6,6,0,0.0,Dropout
39,9130,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
43,9500,1,1,0,7,7,0,0.0,0,7,7,0,0.0,Dropout
17,9500,1,0,0,7,7,7,13.44285714285714,0,8,8,7,13.771428571428572,Dropout
18,9500,1,0,1,8,8,8,14.2,0,8,8,8,14.2,Graduate
43,9500,1,0,1,7,7,6,13.55,0,7,7,6,13.55,Graduate
39,9991,1,0,0,5,5,5,11.6,0,5,6,5,11.166666666666666,Graduate
17,9773,1,0,0,6,7,6,13.571428571428571,0,6,7,6,15.285714285714286,Graduate
1,9254,1,0,1,6,6,6,13.833333333333334,0,6,6,6,15.0,Graduate
1,9670,0,0,0,6,7,4,11.25,0,6,9,4,10.857142857142858,Dropout
1,9238,1,0,1,6,7,5,10.2,0,6,9,4,11.25,Graduate
7,9500,1,0,0,8,8,7,15.675714285714283,0,8,8,7,15.675714285714283,Graduate
18,9238,1,0,1,6,9,6,10.833333333333334,0,6,8,6,12.0,Graduate
1,9254,1,0,1,6,6,6,14.5,0,6,7,5,15.0,Enrolled
1,9238,1,0,1,6,12,4,10.4,0,6,11,4,10.75,Enrolled
17,9085,1,0,0,5,7,5,13.0,0,5,7,5,13.333333333333334,Graduate
1,9556,1,0,1,7,7,7,12.242857142857144,0,8,8,8,14.125,Graduate
18,9853,1,0,0,7,7,7,13.0,0,7,8,6,12.5,Enrolled
1,9670,1,0,0,6,6,6,14.166666666666666,0,6,7,6,13.428571428571429,Enrolled
1,9147,1,0,1,5,11,4,14.25,0,5,7,4,12.5,Graduate
39,9085,0,0,0,5,14,1,12.0,0,5,11,2,10.5,Dropout
1,9500,1,0,0,7,11,4,13.25,0,7,9,5,13.82,Enrolled
1,9500,1,1,1,7,7,6,13.183333333333332,0,7,7,6,13.183333333333332,Graduate
17,9070,1,1,0,6,6,1,11.0,0,6,6,0,0.0,Enrolled
17,9500,1,1,1,7,8,7,11.9725,0,8,8,8,12.65125,Graduate
39,9254,1,0,0,6,7,5,12.4,0,6,8,5,12.8,Graduate
7,9147,1,0,0,8,9,5,12.6,2,7,13,5,11.25,Enrolled
1,9500,1,0,1,7,7,6,13.9,0,7,7,6,13.9,Graduate
17,9254,1,0,1,6,11,4,11.5,0,6,12,3,11.0,Enrolled
39,9147,1,0,0,5,6,4,14.2,0,5,10,4,11.857142857142858,Enrolled
39,9147,0,0,0,5,12,3,10.666666666666666,0,5,15,3,10.666666666666666,Dropout
18,9500,0,0,0,7,14,0,0.0,0,8,0,0,0.0,Dropout
39,9254,1,0,1,6,10,6,11.0,0,6,14,3,11.333333333333334,Graduate
1,9500,1,0,1,8,8,7,13.957142857142856,0,8,8,7,13.957142857142856,Graduate
1,9238,1,0,0,6,11,4,12.5,0,6,13,3,13.666666666666666,Enrolled
39,9238,1,0,1,6,8,6,13.333333333333334,0,6,7,6,15.285714285714286,Graduate
39,9119,1,0,0,5,5,0,0.0,0,5,6,0,0.0,Dropout
17,9773,1,0,0,6,9,6,11.666666666666666,0,6,8,5,11.6,Enrolled
44,8014,1,0,0,6,7,6,15.714285714285714,2,6,7,6,15.5,Graduate
1,9254,1,0,0,6,8,5,11.0,0,6,9,5,11.4,Graduate
1,9670,1,0,0,5,8,4,12.25,0,5,7,4,12.75,Graduate
43,9991,1,0,0,10,25,5,12.2,3,9,18,8,12.22222222222222,Dropout
1,9147,1,0,0,5,6,5,13.0,0,5,5,5,14.0,Graduate
17,8014,1,0,1,6,11,4,12.0,0,6,7,6,13.0,Graduate
1,9853,1,0,0,6,6,6,13.333333333333334,0,6,7,6,12.333333333333334,Graduate
1,9670,1,0,0,5,6,3,13.0,0,5,7,3,13.0,Enrolled
17,9500,1,0,0,8,8,7,12.91,0,8,8,7,12.91,Graduate
1,9238,1,0,1,6,8,6,11.0,0,6,13,3,11.0,Graduate
17,9500,1,0,1,7,8,6,13.579999999999998,0,8,8,8,12.93625,Graduate
1,9238,1,0,1,6,10,4,12.4,0,6,8,6,12.5,Graduate
39,8014,1,0,1,9,13,8,12.88888888888889,2,7,9,7,13.0,Graduate
1,171,1,1,0,12,12,11,11.545454545454543,4,11,18,9,11.7,Enrolled
43,9147,1,1,0,5,6,1,10.0,0,5,5,0,0.0,Enrolled
17,9500,1,0,0,8,8,8,14.34125,0,8,8,8,14.34125,Graduate
1,9773,0,0,0,6,8,6,14.142857142857142,0,6,6,5,12.0,Dropout
1,171,1,0,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9003,1,0,0,6,10,5,11.8,0,6,13,4,11.25,Enrolled
1,9773,1,0,1,6,6,6,13.333333333333334,0,6,6,6,14.166666666666666,Graduate
1,9130,1,0,0,6,8,6,14.5,0,6,9,6,12.857142857142858,Graduate
7,9991,1,0,0,10,13,8,12.666666666666666,5,10,12,10,13.4,Graduate
1,9147,1,0,0,5,13,1,10.0,0,5,8,2,10.0,Enrolled
18,9670,1,0,1,6,10,0,0.0,0,6,6,0,0.0,Dropout
1,9254,1,0,0,6,12,4,11.0,0,6,6,4,12.5,Enrolled
1,9130,1,0,0,5,10,2,12.0,0,5,9,4,11.0,Dropout
1,9254,1,0,0,6,10,4,10.0,0,6,12,2,13.5,Enrolled
1,9500,1,0,0,7,7,7,14.20857142857143,0,8,9,8,15.127777777777778,Graduate
1,9500,1,0,0,7,7,7,14.30714285714286,0,8,8,8,15.0125,Graduate
39,9147,1,0,0,5,8,3,11.0,0,5,12,4,13.375,Enrolled
39,9853,1,0,0,7,14,0,0.0,0,6,6,0,0.0,Dropout
17,9238,1,0,0,6,10,6,12.0,0,6,12,4,11.0,Graduate
39,9147,0,0,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,9003,0,0,0,6,6,0,0.0,0,6,7,0,0.0,Dropout
17,9773,1,0,1,6,7,6,13.857142857142858,0,6,7,6,14.285714285714286,Graduate
17,171,1,0,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
17,9556,1,0,0,7,0,0,0.0,0,7,0,0,0.0,Dropout
39,9670,1,0,1,6,8,5,11.0,0,6,9,5,13.0,Graduate
43,9147,1,0,1,5,9,5,13.2,0,5,13,5,14.4,Graduate
18,9085,1,0,1,6,7,6,13.5,0,6,6,3,15.333333333333334,Dropout
7,9147,1,0,0,5,5,0,0.0,0,5,0,0,0.0,Dropout
1,9500,1,0,1,8,8,7,14.214285714285714,0,8,8,7,14.214285714285714,Graduate
1,9085,1,0,0,5,5,5,13.0,0,5,5,5,12.4,Graduate
1,9773,1,0,0,6,13,2,12.0,0,6,14,1,10.0,Dropout
39,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
1,9147,1,0,0,5,6,5,12.8,0,5,6,5,12.6,Graduate
17,9085,1,0,0,5,11,4,13.6,0,5,9,4,12.2,Graduate
17,9500,1,0,0,7,7,7,13.971428571428572,0,8,8,8,15.75,Graduate
1,9085,1,0,1,6,8,6,15.0,0,6,9,6,14.857142857142858,Graduate
39,9085,0,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
42,9500,1,0,0,26,27,26,15.07777777777778,14,17,17,17,15.023529411764704,Graduate
17,9500,1,0,0,7,7,6,13.383333333333333,0,7,7,6,13.383333333333333,Graduate
1,171,1,0,0,12,12,12,13.25,4,11,16,10,13.090909090909092,Graduate
17,9238,0,0,0,6,10,5,11.714285714285714,0,6,13,2,10.666666666666666,Dropout
1,9500,1,0,1,8,8,8,13.01125,0,8,8,8,13.01125,Graduate
44,9003,1,0,0,6,12,3,10.666666666666666,0,6,12,4,12.0,Dropout
1,9500,1,0,1,7,14,0,0.0,0,7,15,0,0.0,Enrolled
44,9085,1,0,0,6,9,6,13.0,1,6,18,3,12.666666666666666,Graduate
44,9991,1,0,0,5,5,5,12.0,0,5,7,5,11.4,Graduate
1,9070,1,0,0,6,6,6,12.166666666666666,0,6,7,5,13.8,Graduate
1,9500,1,0,0,7,10,6,11.85,0,8,10,7,13.65,Graduate
39,9991,1,0,0,5,8,4,11.0,0,5,6,5,11.2,Graduate
43,9500,1,0,1,7,9,7,12.327777777777778,0,8,10,8,11.736,Graduate
43,9085,1,0,0,5,9,4,12.0,0,5,10,5,13.428571428571429,Graduate
17,9500,1,0,0,7,7,7,14.428571428571429,0,8,9,8,14.511111111111113,Graduate
1,9500,1,0,0,7,7,7,13.78,0,8,8,8,12.6125,Graduate
17,9500,1,0,1,7,7,6,13.8,0,7,7,6,13.8,Graduate
1,9853,1,0,1,7,7,7,14.857142857142858,0,7,7,7,15.142857142857142,Graduate
39,9773,1,0,0,6,8,5,13.0,0,6,7,5,12.6,Enrolled
17,9238,1,0,1,6,7,6,12.142857142857142,0,6,6,6,13.333333333333334,Graduate
1,9085,1,0,0,6,7,6,15.666666666666666,0,6,6,6,14.833333333333334,Graduate
17,9500,1,0,0,7,13,5,12.5,0,8,14,7,12.166666666666666,Graduate
17,9238,1,0,1,6,7,6,12.833333333333334,0,6,6,6,13.166666666666666,Graduate
39,9003,0,0,0,6,6,0,0.0,0,6,7,0,0.0,Dropout
17,9070,1,0,0,6,6,6,12.5,0,6,6,6,12.666666666666666,Graduate
1,9773,1,0,0,6,14,4,11.25,0,6,9,5,13.0,Graduate
1,9500,1,0,0,7,7,6,15.25,0,7,7,6,15.25,Graduate
1,9085,1,0,1,5,13,5,14.0,0,5,10,3,12.0,Graduate
43,9238,1,0,0,16,16,13,12.076923076923077,13,13,13,11,12.090909090909092,Graduate
15,9853,1,0,0,16,17,16,14.625,6,10,12,9,14.88888888888889,Graduate
1,9853,1,0,0,7,10,4,10.5,0,7,7,2,10.5,Dropout
17,9238,1,0,1,6,8,6,12.833333333333334,0,6,6,6,12.166666666666666,Graduate
1,9773,0,0,1,6,6,6,12.5,0,6,7,5,11.8,Graduate
1,171,1,0,0,12,13,12,11.23076923076923,3,11,18,9,12.77777777777778,Graduate
39,9991,1,0,0,5,5,2,10.5,0,5,5,0,0.0,Dropout
1,9853,1,0,0,6,11,3,12.0,0,6,13,2,12.0,Dropout
39,9556,1,0,1,7,10,7,10.985714285714286,0,8,11,8,12.3,Graduate
7,9500,0,0,0,7,10,5,12.62,3,7,11,3,14.166666666666666,Dropout
17,9500,1,0,0,7,9,6,13.0,0,8,8,8,14.2125,Dropout
39,9119,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
42,9119,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,9254,1,1,0,6,6,6,13.5,0,6,6,6,13.333333333333334,Graduate
1,9500,1,1,1,7,7,6,13.516666666666666,0,7,7,6,13.516666666666666,Graduate
1,9070,1,1,1,6,6,6,13.166666666666666,0,6,8,6,13.285714285714286,Graduate
39,9085,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
44,9003,1,1,1,6,8,6,13.125,0,6,10,6,13.0,Graduate
39,9003,1,1,0,6,15,3,14.4,0,6,20,0,0.0,Dropout
18,9853,0,1,0,6,10,4,12.0,0,6,12,0,0.0,Dropout
17,9254,1,1,0,5,5,0,0.0,0,5,10,0,0.0,Dropout
39,9556,1,1,0,7,7,0,0.0,0,7,7,0,0.0,Dropout
5,9147,1,0,0,5,15,3,10.8,0,5,6,3,10.5,Enrolled
39,9670,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
51,9500,1,0,1,7,7,7,16.13142857142857,0,8,9,8,15.52222222222222,Graduate
17,9500,1,0,1,7,7,7,14.838571428571427,0,8,9,8,14.8,Graduate
39,9991,1,0,0,5,7,3,10.333333333333334,0,5,6,3,12.0,Dropout
17,9254,1,0,0,6,11,3,12.0,0,6,11,4,11.25,Dropout
39,8014,1,0,1,6,6,0,0.0,0,5,5,0,0.0,Dropout
17,9254,1,0,1,6,6,6,13.166666666666666,0,6,6,6,14.0,Graduate
1,9500,1,0,1,8,8,8,13.9475,0,8,8,8,13.9475,Graduate
1,9670,1,0,0,5,6,3,11.333333333333334,0,5,5,0,0.0,Dropout
1,8014,1,0,0,8,11,7,12.75,2,7,7,7,12.285714285714286,Graduate
18,9147,1,0,1,5,6,5,12.6,0,5,8,5,11.25,Graduate
7,9500,1,0,0,8,8,6,12.25,0,8,8,6,12.25,Dropout
15,9556,1,0,0,7,14,0,0.0,0,7,12,2,11.666666666666666,Enrolled
1,9991,1,0,1,5,8,5,11.0,0,5,7,5,11.4,Enrolled
39,9003,1,0,0,12,17,12,11.833333333333334,3,12,22,9,12.7,Graduate
1,9500,1,0,0,8,10,6,13.066666666666668,0,8,10,6,13.066666666666668,Dropout
1,9070,1,0,0,6,6,6,13.833333333333334,0,6,8,6,13.875,Graduate
7,9500,1,0,0,7,7,3,13.833333333333334,0,7,7,0,0.0,Dropout
17,9130,1,0,0,5,5,5,11.8,0,5,5,5,13.2,Graduate
1,171,1,1,1,12,12,12,13.333333333333334,4,11,15,10,12.818181818181818,Enrolled
1,9500,1,1,0,8,8,8,13.74625,0,8,8,8,13.74625,Graduate
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,8014,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
7,9130,1,1,0,6,9,0,0.0,0,6,6,0,0.0,Dropout
39,9670,1,0,1,6,6,6,13.333333333333334,0,6,10,5,14.5,Graduate
17,9238,1,0,1,6,8,1,10.0,0,6,13,5,11.4,Enrolled
1,9085,1,0,1,6,7,6,15.666666666666666,0,6,8,6,15.285714285714286,Graduate
1,9853,1,0,0,7,9,7,11.857142857142858,0,7,7,7,11.857142857142858,Graduate
1,9085,1,0,0,5,12,5,14.5,0,5,5,5,13.6,Graduate
17,9238,1,0,0,6,6,6,12.166666666666666,0,6,7,6,13.714285714285714,Graduate
1,9773,1,0,0,6,6,5,12.6,0,6,8,6,12.0,Graduate
17,9500,1,0,0,8,12,7,12.285714285714286,0,8,12,7,12.285714285714286,Enrolled
17,9238,1,0,1,6,6,6,12.666666666666666,0,6,7,6,13.0,Graduate
1,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
1,9254,1,0,1,6,7,6,12.857142857142858,0,6,10,4,13.0,Graduate
1,9500,1,0,0,8,8,7,13.9,0,8,8,7,13.9,Graduate
1,9500,1,0,1,8,8,7,13.817142857142857,0,8,8,7,13.817142857142857,Graduate
53,9556,1,0,1,7,10,6,13.314285714285717,2,8,10,7,12.875,Graduate
1,9130,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9254,1,0,1,6,6,6,12.166666666666666,0,6,6,6,12.166666666666666,Graduate
1,9254,0,0,1,6,12,4,11.25,0,6,12,3,11.333333333333334,Dropout
43,9070,1,0,0,6,6,5,12.4,0,6,8,6,12.75,Enrolled
1,9773,1,0,1,6,6,6,14.666666666666666,0,6,7,6,14.571428571428571,Graduate
39,9085,1,0,0,6,15,4,12.0,0,6,14,4,12.0,Dropout
1,9085,1,0,0,6,8,6,14.0,0,6,18,3,12.666666666666666,Graduate
42,9003,1,0,0,6,10,6,12.571428571428571,0,6,12,4,13.666666666666666,Enrolled
1,9085,1,0,0,6,14,6,15.538461538461538,0,6,9,6,12.625,Graduate
1,9773,0,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
5,9130,1,0,0,6,6,6,15.0,0,6,6,6,14.833333333333334,Graduate
43,9130,1,0,0,5,11,4,12.25,0,5,9,5,13.285714285714286,Graduate
53,9085,1,0,0,11,13,11,15.692307692307692,4,9,9,9,15.555555555555555,Graduate
39,9991,1,0,1,5,7,5,12.285714285714286,0,5,9,5,12.75,Graduate
17,171,1,0,0,17,19,12,11.833333333333334,10,17,22,11,11.25,Enrolled
43,8014,1,0,0,6,6,6,12.166666666666666,0,6,7,5,14.0,Enrolled
1,9556,1,0,1,7,10,7,11.88888888888889,0,8,10,8,11.95625,Graduate
7,8014,0,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9670,1,0,1,5,6,5,11.8,0,5,5,5,12.6,Graduate
17,9238,1,0,0,6,7,6,11.166666666666666,0,6,9,6,11.666666666666666,Graduate
18,9500,1,0,0,7,7,7,14.05714285714286,0,8,9,8,14.6,Graduate
1,9254,1,0,0,6,10,4,11.75,0,6,13,4,10.0,Dropout
39,9238,1,0,0,6,6,6,13.166666666666666,0,6,8,6,13.0,Enrolled
17,9238,1,0,1,6,7,6,13.5,0,6,7,6,14.0,Graduate
18,9500,1,0,1,7,10,7,12.625,0,8,8,8,13.0625,Graduate
17,9085,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9500,1,0,1,8,8,7,13.971428571428572,0,8,8,7,13.971428571428572,Graduate
1,9070,1,0,0,6,7,2,11.0,0,6,0,0,0.0,Dropout
39,9991,1,0,0,5,5,5,12.8,0,5,6,5,15.333333333333334,Graduate
1,9670,1,0,1,6,8,6,13.571428571428571,0,6,6,5,12.8,Enrolled
1,171,0,0,1,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9085,1,0,0,5,9,2,11.5,0,5,13,4,11.0,Enrolled
17,9254,1,0,0,6,8,4,11.25,0,6,8,4,12.0,Enrolled
7,9991,1,0,0,5,7,5,13.714285714285714,0,5,7,5,13.142857142857142,Graduate
39,9147,0,0,0,4,4,0,0.0,0,5,0,0,0.0,Dropout
44,9130,0,0,0,6,9,6,12.0,1,6,8,3,14.666666666666666,Dropout
39,8014,1,0,1,6,7,6,12.666666666666666,0,6,7,6,13.333333333333334,Graduate
39,9500,1,0,1,8,11,7,13.29,0,8,11,7,13.29,Enrolled
43,9991,1,0,0,10,15,8,10.375,7,10,13,9,10.444444444444445,Enrolled
43,8014,0,0,0,7,13,3,12.0,2,7,15,1,13.0,Dropout
39,8014,1,0,0,6,10,5,11.4,1,6,7,6,11.166666666666666,Graduate
43,9991,0,0,0,5,15,2,13.25,0,5,12,3,12.6,Dropout
1,9500,1,0,0,7,7,6,13.861666666666666,0,8,16,0,0.0,Dropout
1,9773,1,0,1,6,6,6,12.166666666666666,0,6,7,6,12.142857142857142,Graduate
7,9238,1,0,0,6,17,4,13.75,0,6,15,6,14.5,Graduate
1,9500,1,0,1,7,7,6,15.433333333333332,0,7,7,6,15.433333333333332,Graduate
39,8014,1,0,1,6,6,6,13.833333333333334,0,6,6,6,15.5,Graduate
